Database of Agriculture from Mediterranean-Basin and Europe (DAME);;;;;;;;;;;;
Decision-Making Table;;;;;;;;;;;;
Country;Administrative Level;Source Crop;Decision;Std Crop;Crop Subgroup;Crop Group;Area Type;Unit transformation;Source Units;Yield Data Availability;Production Data Availability;Source Data
Egypt;3;Lufa Crop;Keep and rename;lufa;fiber crops;industrial crops;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Papyrus;Keep and rename;papyrus;fiber crops;industrial crops;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Wood Trees;Drop;;;;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Total vegetables;Drop;;;;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Pepper;Keep and rename;pepper;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Squash;Keep and rename;squash;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Eggplants;Keep and rename;eggplant;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Tomato;Keep and rename;tomato;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Artichoke;Keep and rename;artichoke;flowering vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Okra;Keep and rename;okra;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Cauliflower;Keep and rename;cauliflower;flowering vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Cabbage;Keep and rename;cabbage;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Green Peas;Keep and rename;green peas;legumes;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Dry Beans;Keep and rename;dry beans;legumes;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Green Beans;Keep and rename;green beans;legumes;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Dry Kidney Beans;Group and Sum;kidney beans;legumes;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Green Kidney Beans;Group and Sum;kidney beans;legumes;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Dry Peas;Keep and rename;dry peas;legumes;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Sweet Potatoes;Keep and rename;sweet potato;tubers and rooting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Potatoes;Keep and rename;potato;tubers and rooting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Spinach;Keep and rename;spinach;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Jews Mallow;Keep and rename;jute mallow;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Roots Vegetables;Drop;;;;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Minor Vegetables;Drop;;;;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Taro;Keep and rename;taro;tubers and rooting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Sweet- Melon;Group and Sum;melon;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Cantaloupe;Group and Sum;melon;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Water- Melon;Keep and rename;watermelon;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Melon (Shahd);Group and Sum;melon;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Pumpkin;Keep and rename;pumpkin;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Snake Cucumber;Keep and rename;snake cucumber;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Cucumber;Keep and rename;cucumber;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Other vegetables;Drop;;;;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Strawberry;Keep and rename;strawberry;fruiting vegetables;vegetables;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Total Greenhouses;Drop;;;;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Eggplant greenhouse;Keep and rename;eggplant greenhouse;fruiting vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Tomato greenhouse;Keep and rename;tomato greenhouse;fruiting vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Pepper greenhouse;Keep and rename;pepper greenhouse;fruiting vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Cucumber greenhouse;Keep and rename;cucumber greenhouse;fruiting vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Green Peas greenhouse;Keep and rename;green peas greenhouse;legumes;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Green Beans greenhouse;Keep and rename;green beans greenhouse;legumes;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Okra greenhouse;Keep and rename;okra greenhouse;fruiting vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Jews greenhouse;Keep and rename;jute mallow greenhouse;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Lettuce greenhouse;Keep and rename;lettuce greenhouse;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Cherry Tomato greenhouse;Keep and rename;tomato cherry greenhouse;fruiting vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Cabbage greenhouse;Keep and rename;cabbage greenhouse;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Squash greenhouse;Keep and rename;squash greenhouse;fruiting vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Cauliflower greenhouse;Keep and rename;cauliflower greenhouse;flowering vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Strawberry greenhouse;Keep and rename;strawberry greenhouse;fruiting vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Chilly greenhouse;Keep and rename;chili pepper greenhouse;fruiting vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Papricka greenhouse;Group and Sum;bell pepper greenhouse;fruiting vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Pepper's Color greenhouse;Group and Sum;bell pepper greenhouse;fruiting vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Egyptian Leek greenhouse;Keep and rename;Egyptian leek greenhouse;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Pumpkin greenhouse;Keep and rename;pumpkin greenhouse;fruiting vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Broccoli greenhouse;Keep and rename;broccoli greenhouse;flowering vegetables;vegetables;Sown Area;Re-scaled;m2;no;yes;35
Egypt;3;Palm Dates;Keep and rename;date palm;other subtropical fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Total fruits;Drop;;;;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Mandarin;Keep and rename;mandarin;citrus fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Oranges;Keep and rename;sweet oranges;citrus fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Sweet Lime;Keep and rename;sweet limetta;citrus fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Sour Lime;Keep and rename;lemon;citrus fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Grape Fruit;Keep and rename;grapefruit;citrus fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Sour oranges;Keep and rename;sour orange;citrus fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Rough Lime;Keep and rename;rough lemon;citrus fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Plum;Keep and rename;plum;stone fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Peach;Keep and rename;peach;stone fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Apricot;Keep and rename;apricot;stone fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Apple;Keep and rename;apple;pome fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Olive plantations;Keep and rename;olive groves;olive groves;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Pear;Keep and rename;pear;pome fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Persimmon;Keep and rename;persimmon;stone fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Medlar;Keep and rename;medlar;pome fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Custard Apple;Keep and rename;cherimoya;other subtropical fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Mango;Keep and rename;mango;subtropical berries;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Grapes;Keep and rename;vineyards;vineyards;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Guava;Keep and rename;guava;subtropical berries;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Banana;Keep and rename;banana;subtropical berries;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Pomegranates;Keep and rename;pomegranate;pome fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Prickly Pear;Keep and rename;prickly pear;other fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Fig;Keep and rename;fig;other fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Pistachionut;Keep and rename;pistachio;nuts fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Pecan nut;Keep and rename;pecan;nuts fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Almond;Keep and rename;almond;stone fruits;fruit trees;Sown Area;Re-scaled;feddan;no;yes;35
Egypt;3;Other Fruits;Drop;;;;Sown Area;Re-scaled;feddan;no;yes;35
Estonia;3;Utilised Agricultural Area;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Arable land;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Cereals for the production of grain;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Wheat;Keep and rename;common wheat;wheat;cereals;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Common winter wheat;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Common spring wheat;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Rye;Keep and rename;rye;rye;cereals;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Barley;Keep and rename;barley;barley;cereals;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Winter barley;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Spring barley;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Oats;Keep and rename;oats;oats;cereals;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Spring cereal mixtures;Drop;other cereals;other cereals;cereals;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Triticale;Keep and rename;triticale;triticale;cereals;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Buckwheat;Keep and rename;buckwheat;wheat;cereals;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Dry pulses;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Field peas;Keep and rename;dry peas;legumes;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Field beans;Keep and rename;kidney beans;legumes;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Other dry pulses;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Potatoes;Keep and rename;potato;tubers and rooting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Fodder root crops;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Industrial crops;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Rape and turnip rape seeds;Keep and rename;oilseed rape;oilseeds;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Winter rape and turnip rape seeds;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Spring rape and turnip rape seeds;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Linseed (oilfax);Keep and rename;linseed;oilseeds;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Hemp;Keep and rename;hemp;fiber crops;industrial crops;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Aromatic, medicinal and culinary plants;Keep and rename;aromatic and medicinal herbs;aromatic and medicinal herbs;industrial crops;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Other industrial crops;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Plants harvested green from arabe land;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Green maize;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Cereals and dried pulses harvested green;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Other plants harvested green from arable land;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Multiannual forage crops;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Leguminous plants harvested green;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Temporary grasses and grazings;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Fresh vegetables and strawberries;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Fresh vegetables outdoor;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Brassicas;Keep and rename;brassicas;flowering vegetables;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Cauliflower;Keep and rename;cauliflower;flowering vegetables;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Cucumbers outdoor;Keep and rename;cucumber;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Beetroot;Keep and rename;beet root;tubers and rooting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Carrots;Keep and rename;carrot;tubers and rooting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Onions;Keep and rename;onion;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Garlic;Keep and rename;garlic;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Fresh peas;Keep and rename;green peas;legumes;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Swedes;Keep and rename;rutabaga;tubers and rooting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Other vegetables outdoor;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Fresh vegetables under glass or high accessible cover;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Cucumbers under glass or high accessible cover;Keep and rename;cucumber greenhouse;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Tomatoes under glass or high accessible cover;Keep and rename;tomato greenhouse;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Other vegetables under glass or high accessible cover;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Strawberries;Keep and rename;strawberry;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Seeds and seedlings;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Flowers and ornamental plants;Keep and rename;ornamental plants and flowers;ornamental plants and flowers;ornamental plants and flowers;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Fallow land;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Permanent grassland;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Permanent pastures and meadows;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Permanent agricultural grassland not in use, eligible for subsidies;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Permanent crops;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Fruits and berries;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Apples and pears;Keep and rename;apple and pear;pome fruits;fruit trees;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Plums;Keep and rename;plum;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Cherries;Keep and rename;cherries;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Red and white currants;Keep and rename;redcurrants;berries;fruit trees;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Blackcurrants;Keep and rename;blackcurrants;berries;fruit trees;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Gooseberries;Keep and rename;gooseberries;berries;fruit trees;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Raspberries;Keep and rename;raspberries;berries;fruit trees;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Other fruits and berries;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Grapes;Keep and rename;vineyards;vineyards;fruit trees;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Other permanent crops;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Estonia;3;Nurseries;Drop;;;;Sown Area;Original;hectares;yes;yes;36
Finland;3;Wheat total;Keep and rename;wheat;wheat;cereals;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;.Winter wheat 1);Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;.Spring wheat 2);Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Rye total;Keep and rename;rye;rye;cereals;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;.Winter rye;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;.Spring rye;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Barley total;Keep and rename;barley;barley;cereals;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;.Feed barley;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;.Malting barley;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Oats;Keep and rename;oats;oats;cereals;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Mixed crops 3);Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Buckwheat;Keep and rename;buckwheat;wheat;cereals;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Other grains 4);Keep and rename;other cereals;other cereals;cereals;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;GRASSLANDS UNDER 5 YEARS TOTAL;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Hay 5);Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Silage 5);Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Green fodder 5);Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Pasture;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Hay seed;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;OTHER CROPS TOTAL;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Potatoes total;Keep and rename;potato;tubers and rooting vegetables;vegetables;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;.Food potatoes;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;.Early potatoes;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;.Processed food potatoes;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;.Starch potatoes;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;.Other potatoes 6);Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Sugar beet;Keep and rename;sugar beet;sugar;industrial crops;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Peas 7);Keep and rename;dry peas;legumes;vegetables;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Broad bean;Keep and rename;kidney beans;legumes;vegetables;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Turnip rape 8);Keep and rename;oilseed rape;oilseeds;industrial crops;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Rape 9);Keep and rename;rape;leafy/shooting/bulbous vegetables;industrial crops;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Linseed and flax;Keep and rename;linseed and fiber flax;oilseeds and fiber crops;industrial crops;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Caraway;Keep and rename;caraway;aromatic and medicinal herbs;industrial crops;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Reed canary grass 10);Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Whole crop cereals;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Horticultural crops 11);Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Other crops 12);Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;FALLOW AREA TOTAL;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Fallow 13);Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Nature management fields 14);Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
Finland;3;Green manure;Drop;;;;Utilised Area;Re-scaled;thousand hectares;yes;yes;37
